epoch,start_sec,delta_power,theta_power,alpha_power,beta_power
108,3240,0.8145262922650671,0.10945518575690717,0.022668654833712238,0.026915714549754093
109,3270,0.8279696182228128,0.10036226791924333,0.018637155282933898,0.0245825477210371
110,3300,0.7506587507307302,0.12152886735034603,0.02515605155137965,0.042236772685647274
111,3330,0.8520770810101236,0.056423386836387285,0.011718167664103815,0.012733121242349729
112,3360,0.8630489653428539,0.03760736126261595,0.009181035954144743,0.011034080935812356
113,3390,0.8641791877216409,0.04273775349597161,0.010011117189462048,0.009520537029957093
114,3420,0.7954389307951051,0.03550780111003204,0.010453831902907414,0.017066898597875812
115,3450,0.8256343259603337,0.09409031109820205,0.01931997400676257,0.016103611336210594
116,3480,0.7670758093390168,0.1249975080571953,0.023897071869325787,0.037756147741278244
117,3510,0.8076834265744265,0.0636726926412129,0.01439066262468721,0.025898732919059073
118,3540,0.8439238303521062,0.06714618832659323,0.016180169721762627,0.024003719725213465
119,3570,0.8497259087992796,0.09780185645124805,0.01512163744051621,0.016523939709679324
120,3600,0.7572385548733054,0.08658085359032236,0.025137775503525143,0.03978528836858561
121,3630,0.763501655832251,0.11251494100801138,0.025214710551791922,0.04622299529611243
122,3660,0.8303559602672851,0.09191774334282432,0.01412518099273185,0.02024289085514722
123,3690,0.8208947650001925,0.08284068565171351,0.01842387386276749,0.025853701007277033
124,3720,0.7893018007721584,0.10309996421937866,0.02448674959748255,0.040868333184991716
125,3750,0.7923238689572769,0.09931614061341103,0.020481358300989943,0.025412255033403202
126,3780,0.8462861887460535,0.08599930839890177,0.019503791131139814,0.022702878232345878
127,3810,0.8067469066146118,0.10651417274984784,0.016948134460287687,0.024027525325066558
128,3840,0.8348295143627463,0.06305679378633283,0.012314972703374075,0.017137635080207235
129,3870,0.8406338035169721,0.10386152205877332,0.015495770554959307,0.02246248180707739
130,3900,0.8517768105902802,0.09146920542787056,0.012163401662861178,0.015834848739696657
131,3930,0.8242149432538751,0.09168839564202007,0.01974452155615324,0.030065552128306396
132,3960,0.7908260332311017,0.11815112372095642,0.019444696315190527,0.03400701056246197
133,3990,0.7569858941477192,0.10224171016418554,0.025970507060617862,0.04256637018952464
134,4020,0.7997271646552555,0.14078146764291027,0.01994773107122744,0.0244130280814916
135,4050,0.8038454051838086,0.06192662981435679,0.015035655612252173,0.0214920546031533
136,4080,0.8236734202116102,0.07076765404943886,0.013930661212478955,0.015752448295002157
137,4110,0.8012902238137367,0.13361668437138224,0.022866798941722433,0.029449066250916596
138,4140,0.7755097861537402,0.10011173258030956,0.023572291031833868,0.03035185375147647
139,4170,0.7725400794490128,0.08335531733587072,0.027715991717521305,0.03944229647939436
140,4200,0.8051543175299865,0.09410743699894264,0.02072107358660172,0.032331493352165834
141,4230,0.7949785038223529,0.09359041217650983,0.02322766064484109,0.03923026094893531
142,4260,0.8312958555246294,0.09335334233988155,0.01477414407465968,0.02272720278416193
143,4290,0.7977735491154824,0.06986500925756171,0.01412087745958439,0.0218131984295927
144,4320,0.7932010005219026,0.07386318186765865,0.020396717247148075,0.0331948275392031
145,4350,0.8324299789488511,0.06356178010214525,0.014452807895484804,0.022623439112455804
146,4380,0.7740023942476907,0.08207936768895,0.020788762510173295,0.03111746677217073
147,4410,0.8294166979290862,0.07615872553132642,0.014329827881709502,0.021313124575327046
148,4440,0.795385141408153,0.09924974410892437,0.023623546168406458,0.028186629948981454
149,4470,0.784957145482996,0.09828185035670918,0.020540580289138882,0.039000666716954596
150,4500,0.8762848556183722,0.04244338126952902,0.01419976301248513,0.025405884596533288
151,4530,0.8021342171704601,0.08481028676012298,0.021658292500921817,0.03215877639438542
152,4560,0.7340449358159922,0.07593783636614436,0.02416607037093493,0.04190610891968909
153,4590,0.7137235994618225,0.11445101845431119,0.030012973133843136,0.06639229273822005
154,4620,0.820925018305439,0.05222443397029221,0.014410921686013873,0.020188012179961287
155,4650,0.8060056437963623,0.05904656460198919,0.013706605806283708,0.02318635853086212
156,4680,0.8605135202099717,0.04921863290606364,0.010948103814216379,0.01842523610042152
157,4710,0.8096761436959022,0.0787119059875883,0.016147821448830625,0.022735122855595702
158,4740,0.7760478231687559,0.10129714992313921,0.017125323301479183,0.020528584455128236
159,4770,0.8323242443330935,0.09048749040650342,0.017255699245506937,0.022364247372526916
160,4800,0.8358172681289384,0.053183195991015064,0.012989868777202915,0.019602800794919027
161,4830,0.8089451442564822,0.07047415349605124,0.012996064692939287,0.02007248904396828
162,4860,0.8187321038754971,0.0631049395657985,0.020311937619408957,0.03270313561582302
163,4890,0.8154465703085558,0.059195796121914106,0.015182630256046546,0.0298435860897328
164,4920,0.8055908153118801,0.07311448061781792,0.01797125613263644,0.0257277354398958
165,4950,0.8107364147117657,0.0778957703326243,0.014106870450192642,0.019065309781684237
166,4980,0.7505520489558325,0.07653319446678203,0.013963146288696176,0.026988023091108832
167,5010,0.7673368653551972,0.10993513335196564,0.01815968358984053,0.026659123855037044
168,5040,0.7212420663334856,0.10585589126591799,0.020248868733782163,0.03350435186617912
169,5070,0.8051766767644578,0.10686422106985714,0.01815617657210889,0.021475084160839247
170,5100,0.7784275189368236,0.11645106630283825,0.022264308688379718,0.03031291276399716
171,5130,0.8001701163863176,0.11578437887960291,0.022455013580251395,0.026487005107429084
172,5160,0.7465631750026545,0.12530154998609752,0.03072018779060096,0.03401076307083825
173,5190,0.7992346964553122,0.06609116538097165,0.020491941166515086,0.029778226431183105
174,5220,0.8378284213161556,0.09905460739773161,0.017560642434658897,0.02096599962034875
175,5250,0.832480883846294,0.11476911184121312,0.017663849516320256,0.02433617708634846
176,5280,0.8311281563436475,0.06661321249986837,0.014930346498641337,0.021505081930662077
177,5310,0.8353753046576374,0.0755947003715616,0.013172013352373585,0.01482039410688311
178,5340,0.8101390940212034,0.06665477702802905,0.019139981509999338,0.02134523461552104
179,5370,0.7389712833471644,0.07902136929998338,0.020697992878536554,0.03257659351605956
180,5400,0.7758223473075505,0.07688893131178844,0.022234463489961675,0.034455554098580865
181,5430,0.8366585021180951,0.03966298602025344,0.01174171532793266,0.02368041344451155
182,5460,0.8408225616830199,0.06171785501633074,0.016529343522230924,0.025347479764658155
183,5490,0.8327803632063169,0.06689526252925919,0.018881918064024193,0.02280751496098389
184,5520,0.8105285657247455,0.07624820036812549,0.017492097453815428,0.02529059601107964
185,5550,0.7893509838962659,0.06728655731774422,0.01657711794248228,0.023245645146193247
186,5580,0.827289090286375,0.05862838663493095,0.018557789091234112,0.01674692587831371
187,5610,0.8081731084009777,0.0556808067291005,0.013098717629183637,0.015116393154610443
188,5640,0.7800113488055047,0.05779298874766068,0.01904208455997172,0.026052658398804898
189,5670,0.7897514112767339,0.07701822291836637,0.01856221239853695,0.024430649608122794
190,5700,0.8475538356757222,0.06477108210454331,0.014903333299314526,0.018385450609448115
191,5730,0.8420560575524834,0.04635231882883464,0.01126351496102469,0.015677686475425882
192,5760,0.8340711945435431,0.05197526139470772,0.009447154397849962,0.01861605436431894
193,5790,0.8213359500472555,0.07637829581782317,0.015508946943992448,0.0174117856819794
194,5820,0.8251718940470244,0.04221790128618158,0.010110512005174252,0.01760173175032345
195,5850,0.8249075226086153,0.042821059425098514,0.005995543547534292,0.007369934237084941
196,5880,0.8037384941708365,0.06324776678181053,0.013316894578125987,0.03095690244861421
197,5910,0.7740499602371791,0.07858830515756889,0.016837653637916526,0.025477634037885867
198,5940,0.7705081017320581,0.0713244287759677,0.015658348554549607,0.023216195645414738
199,5970,0.831406023277567,0.05132759843016881,0.011817121722211566,0.014852391265787784
200,6000,0.8537608874210235,0.04397077740271223,0.008167759410933423,0.010507526318660787
201,6030,0.8089104170235463,0.07508689876914316,0.01453534249220566,0.02071413217679039
202,6060,0.8395866997372199,0.0510103635527398,0.012306717521710385,0.02226236612287921
203,6090,0.8190854128366637,0.062470837950190435,0.014820981877289837,0.025066116036265483
204,6120,0.7809367857754874,0.08931194796524598,0.019304292193967027,0.026792687572553812
205,6150,0.8054642447336884,0.09474448358452289,0.02468976807374938,0.031161004447431456
206,6180,0.7878657284614337,0.06384753211200354,0.016040725476684305,0.023458437066388407
207,6210,0.7863094846543223,0.08021005691953394,0.015580470913589318,0.023819174556037548
208,6240,0.78122711149908,0.09029373242955899,0.026029765580863447,0.03856510572915688
209,6270,0.7977914047196885,0.08474392648960181,0.019968209080656753,0.0278245745375819
210,6300,0.8295087192033082,0.06472355773494505,0.014963527342852327,0.024390898799143322
211,6330,0.8035540934768017,0.07446413290276276,0.01265627899935501,0.019116705753262634
212,6360,0.8424085672269802,0.06791007319112156,0.013770045496473433,0.025387462067023175
213,6390,0.803057384201242,0.08802836047637984,0.01579806137689966,0.02901047942407519
214,6420,0.796704506480163,0.07938501839564535,0.020447116088629976,0.031115589000119237
215,6450,0.6827529193627492,0.11164126096455546,0.027386614089958898,0.061248229518983364
216,6480,0.7731979021634814,0.08856435063018896,0.023954267493675255,0.042673480855856635
217,6510,0.8061592028738338,0.08286130968137777,0.0194415931144974,0.024434053444817035
218,6540,0.840566028652571,0.06701116556346724,0.016181090953148878,0.023336910622321936
219,6570,0.78738154562985,0.07143283514169899,0.015684778590492558,0.02720508584557624
220,6600,0.749963359343166,0.09854593214200817,0.024224065248362337,0.030218776291012963
221,6630,0.7896989488380949,0.09692317724061447,0.01664754469132474,0.027253317769773373
222,6660,0.8170616236538042,0.058437557642637424,0.01332994665552466,0.026312933147863968
223,6690,0.7122406852340811,0.08772512410936485,0.03125088655607375,0.05522402605882746
224,6720,0.7962824499964399,0.0817050106027307,0.01892032556767319,0.03368012527095548
225,6750,0.8013570875286363,0.07533920989442808,0.014882530723964473,0.019908531033970573
226,6780,0.8157149014506353,0.07096390681123248,0.012038413271612137,0.022337133926391594
227,6810,0.8597998654822265,0.051590369280651804,0.011714283102205621,0.018462944287575188
228,6840,0.7423444818178688,0.0530026847378248,0.013109201368161294,0.02312073096755779
229,6870,0.8061853084244209,0.09712917578638644,0.017835103257899023,0.03034319474738451
230,6900,0.8065819097657522,0.07276193555078585,0.015830102247584524,0.023689050515649037
231,6930,0.7799501410603945,0.06076682602685517,0.0146325536427679,0.022753014201248353
232,6960,0.8150332638314233,0.05995098139390975,0.01544544554274148,0.023310342335002388
233,6990,0.7956628239221688,0.10761175845321881,0.022556114995388937,0.029066233370211223
234,7020,0.769012897401302,0.0944114381628946,0.022649169690481995,0.033985424348264695
235,7050,0.7706888830856227,0.06615916057144487,0.013141383604645595,0.020012387359457855
236,7080,0.8140561392077252,0.062229484129423564,0.013521753548469104,0.02293999475056971
237,7110,0.823338609767612,0.06131493971800066,0.01306958867285852,0.023125685506615003
238,7140,0.7515626313212503,0.08319368440127028,0.022159065559786705,0.03695309621077819
239,7170,0.8129644760695892,0.06957316452771356,0.01062660335341469,0.016674396114856282
240,7200,0.7946786954062068,0.04599291029073268,0.011435224220399083,0.021900318836065347
241,7230,0.828161900338999,0.05705093317762356,0.012748050164497966,0.019921663011019167
242,7260,0.7933978928128045,0.04289042964483029,0.012301733851081258,0.025036838683581704
243,7290,0.8907585892182099,0.031724228684336095,0.0067457645231137914,0.00917178357172034
244,7320,0.8808383633245278,0.04222243010672637,0.008161015259542643,0.012898154995449104
245,7350,0.8237712878057417,0.04152044262191099,0.014458060806305744,0.029407985111975468
246,7380,0.857994504565512,0.04268555565975537,0.011077087222603223,0.01770689465217063
247,7410,0.8199371202635349,0.040461326442190915,0.008528508356076107,0.016180762843020592
248,7440,0.8765842334937445,0.053109162640725044,0.009831137642753939,0.013204833239563602
249,7470,0.8188578084586869,0.04075214677150331,0.016042742670310268,0.03435490021276297
250,7500,0.8155652343767713,0.03365640496519273,0.007666590598744287,0.01535886745628527
251,7530,0.8220123816567966,0.03724653133087373,0.009144674389525407,0.012867773619911023
252,7560,0.8214989248281329,0.0275361131443874,0.007190103935929063,0.014835853574509448
253,7590,0.8463506652024922,0.07559723219159857,0.010725968590781187,0.012022620176772964
254,7620,0.7865549512589941,0.057221529650989394,0.013140219585741133,0.034562804419319124
255,7650,0.8078160283647283,0.09137614716472783,0.016131728341653905,0.024549827830234076
256,7680,0.8506685999942464,0.03875083639166544,0.009117213613808113,0.01697468334631944
257,7710,0.7519598649974808,0.08392235228979714,0.020934461449491376,0.036360759840833895
258,7740,0.8320927806827162,0.06052082668034852,0.012479096946960753,0.020026310573825538
259,7770,0.7859926633593273,0.12697553944354023,0.02528232612615496,0.03551460599343789
260,7800,0.7748683401503872,0.0770165256398908,0.016059776510477543,0.03636391063091174
261,7830,0.7752572966410951,0.06589402264648604,0.023699151394715384,0.04616627918002183
262,7860,0.8380968181754065,0.06669862353138857,0.014451622625508862,0.023291373846044874
263,7890,0.7994646850740602,0.05703695366614928,0.016595398804427515,0.028739732489800322
264,7920,0.8270583631271131,0.07176271778878227,0.015335769713398482,0.025256759261016136
265,7950,0.8602348105075782,0.04505423630263565,0.010939798438928547,0.018918467090706832
266,7980,0.811908964632985,0.059979803270909154,0.01241895923463953,0.018248071032472658
267,8010,0.8425516039860974,0.05891712101530755,0.014042488451319739,0.015023424282370194
268,8040,0.8312988170340374,0.06794587138978843,0.01572385315234389,0.018707163796092264
269,8070,0.8225097838526312,0.05201466198358795,0.014497208861006345,0.021059856786958077
270,8100,0.784267433677759,0.10934262353750229,0.02281154425788272,0.033897116209550424
271,8130,0.8081287318701086,0.030912642500202238,0.008726256906389302,0.016083354229289644
272,8160,0.8301317590707813,0.06016258809007241,0.01659692299237382,0.02676381416761589
273,8190,0.7962935323557715,0.04186910248492037,0.011904126482471744,0.023683854051088804
274,8220,0.8312939235587143,0.06744238177930804,0.017318188407095335,0.025938625755942617
275,8250,0.8481368397224145,0.04378318831073076,0.013235153082106169,0.01956856504486832
276,8280,0.870013451829872,0.043862598170797074,0.010236572531148565,0.02091458602084961
277,8310,0.7362736064269935,0.1011649102836084,0.02099197971528822,0.03464496761188086
278,8340,0.7559995168722442,0.12642719834752505,0.036496962031207024,0.04358631408674826
279,8370,0.8242685535195496,0.0457075121422888,0.009307946045669003,0.012798116443749803
280,8400,0.8178365763149757,0.04897017387901705,0.011511105417051127,0.01894119450179173
281,8430,0.8290068135829098,0.03511625190488047,0.009412965880294059,0.012448276869600048
282,8460,0.8370378663746335,0.037404378281038236,0.00905842484650379,0.016617293966223395
283,8490,0.8299569996804383,0.03398488018618064,0.009098448590618879,0.01808434200721589
284,8520,0.8451760281353546,0.045754928923514016,0.01066044641830195,0.01126849254678259
285,8550,0.8549424211847116,0.06155453783457832,0.010608081915617178,0.016323001220089204
286,8580,0.8248354568353671,0.04224515851269107,0.010484745063117936,0.01842732739404518
287,8610,0.7862589392695375,0.0638631058535223,0.014002388332123524,0.026293229185659617
288,8640,0.7984925667656246,0.07895937949932767,0.013257743842453953,0.01747215913865098
289,8670,0.8698153828213191,0.05673197387644161,0.009151482431524496,0.02019202011759774
290,8700,0.803831823128269,0.05817771934928883,0.011984306125912647,0.01724274813595203
291,8730,0.8006596184868864,0.051529493844823616,0.011660564641693176,0.024058149298559126
292,8760,0.8604512491308084,0.0477730290131594,0.008509795600141394,0.016140165557028754
293,8790,0.8219534687460591,0.07802689594042779,0.017093891216520784,0.020936216858163225
294,8820,0.7923563721716252,0.058923960324473605,0.01787550914938208,0.027924287292112
295,8850,0.7516773764352859,0.08344111796939237,0.02186203019528069,0.0299411705621078
296,8880,0.8420244630450403,0.039437140882500686,0.009668520229499432,0.012978397490405396
297,8910,0.7808734184461509,0.0445597325100941,0.011563465463838256,0.01682978062649582
298,8940,0.8393099836687269,0.0712580661993398,0.016911680534496383,0.022762470877640724
299,8970,0.7753957053236339,0.058841561707237346,0.019742322846130964,0.039234162157960606
300,9000,0.7640256959885909,0.09089871867071526,0.02636121118227874,0.05542470807134464
301,9030,0.743864443202035,0.06750075707470575,0.023558089511479915,0.045116950552131316
302,9060,0.8131559254948851,0.04810093243797736,0.017700579305688992,0.034987126808507074
303,9090,0.8400206725061408,0.05144913668224447,0.012272815273788559,0.01389606101756437
304,9120,0.8119185373159017,0.07073860082501778,0.013763659293826308,0.018195752503184327
305,9150,0.8367307419810355,0.07042481564440636,0.01492438121932846,0.020369259076350742
306,9180,0.7937216533470833,0.06755612694036672,0.015057653221057945,0.020460443763086995
307,9210,0.7875860978339143,0.07407969248396964,0.01729070973413178,0.03102334429746831
308,9240,0.7975328049257692,0.07936875682261468,0.016482302360293948,0.02302168641235476
309,9270,0.8050766903679762,0.07044755486441273,0.014690178505963169,0.023012203732338286
310,9300,0.8063592241829655,0.057080335242879206,0.01579989610908238,0.022603284856748774
311,9330,0.7556540185351021,0.06976644858905877,0.014244064281766392,0.026168028822341028
312,9360,0.801812575946737,0.06614058632873368,0.012944172759072906,0.018072531123996483
313,9390,0.8339575174601452,0.07902225750951603,0.016901906047525086,0.02756191124873746
314,9420,0.8160330683744608,0.05127998015099606,0.012722921125252305,0.021372672871060868
315,9450,0.8367994720397377,0.08966708473731651,0.0191162318532431,0.024033597117388
316,9480,0.7905562190932999,0.07028767813158282,0.015873436019786195,0.03220171057536242
317,9510,0.8345454551399772,0.04967312852611702,0.008554661343533226,0.01799718282304911
318,9540,0.8277847767591258,0.05738973028933114,0.014078857157878743,0.020965214600503046
319,9570,0.7643632543907688,0.10688318977868118,0.027880334299436052,0.04263717270896687
320,9600,0.8365486621041057,0.07565013643883964,0.01596242265921943,0.02583216601190149
321,9630,0.71818964500933,0.18767795588341868,0.037368780764863115,0.04413927147390659
322,9660,0.761813781062586,0.12682474449560927,0.015199125364015536,0.039371824108271086
323,9690,0.8274772431127315,0.09905045635899008,0.018469841995354938,0.020644061939695427
324,9720,0.8305203986382702,0.07545296160501967,0.019153100023290348,0.03085028476017648
325,9750,0.7192397346900506,0.10299169528735791,0.02814417487733872,0.05263295990453961
326,9780,0.7966820544667572,0.0795068165702116,0.01970406460935284,0.0254243603504764
327,9810,0.8383250154813953,0.047911476584470314,0.012521157081350705,0.019723260395046297
328,9840,0.7521129321041664,0.07553637020558897,0.01872027098673388,0.04578831690489966
329,9870,0.8243665340997653,0.07855099417058443,0.014981359674320878,0.020388921795303515
330,9900,0.8266022732274811,0.06105142327968643,0.011791360613925475,0.015220549176823465
331,9930,0.8324089985170313,0.07001501538282352,0.017753623666831142,0.028045812057393902
332,9960,0.8119653932399052,0.05542057747191736,0.01614436107425302,0.02713560795291393
333,9990,0.8321414690692645,0.07994558769531197,0.01876123439196887,0.02386282928011166
334,10020,0.8323985453495395,0.06966840154962066,0.018953193178663993,0.027113886688607824
335,10050,0.84160524172092,0.07285729053804157,0.011271455877780289,0.016115039597873422
336,10080,0.8396362918352609,0.07154941053921798,0.012009394112431177,0.0158794427852202
337,10110,0.8261154121041321,0.06627045672672865,0.01711013991599175,0.03476776488381218
338,10140,0.8033877872878524,0.05077611157510691,0.011774246994634276,0.02146549614266978
339,10170,0.7589036985762293,0.06264973826612878,0.01442966248859683,0.024563386916786507
340,10200,0.8388340464080198,0.06085174526949661,0.014450732327398505,0.021255659487413175
